chunk_id,content_type,text,section,concepts,learning_objectives,metadata,image_url,image_description
2.4_figure_2.34,multimodal,"Figure 2.34: Figure 
2.34
 
In this specimen, the gram-positive bacterium Staphylococcus aureus retains crystal violet dye even after the decolorizing agent is added.",2.4 Staining Microscopic Specimens,"['visual learning', 'diagram']",,"{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'figure_number': '2.34', 'chunk_type': 'educational_figure'}",https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20250827.171612/resources/fce1510ea2d396b9382e397319a642fef8390ba4,A micrograph shows purple circles and pink rods.
2.4_figure_2.,multimodal,"Figure 2.: Figure 
2.",2.4 Staining Microscopic Specimens,"['visual learning', 'diagram']",,"{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'figure_number': '2.', 'chunk_type': 'educational_figure'}",https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20250827.171612/resources/dca0371c555e1145f866c421de949cce13a400e5,A micrograph shows purple circles in random clusters.
2.4_figure_2.36,multimodal,"Figure 2.36: Figure 
2.36
 
Ziehl-Neelsen staining has rendered these Mycobacterium tuberculosis cells red and the surrounding growth indicator medium blue.",2.4 Staining Microscopic Specimens,"['visual learning', 'diagram']",,"{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'figure_number': '2.36', 'chunk_type': 'educational_figure'}",https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20250827.171612/resources/216a4be993260a6cf11d2f310b04d5062ddef476,A micrograph shows red chains of cells on a blue background.
2.4_figure_2.37,multimodal,"Figure 2.37: Figure 
2.37
 
(a) India-ink was used to stain the background around these cells of the yeast Cryptococcus neoformans.",2.4 Staining Microscopic Specimens,"['visual learning', 'diagram']",,"{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'figure_number': '2.37', 'chunk_type': 'educational_figure'}",https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20250827.171612/resources/895f72bb3728a7c11f4a4c5ca066f4ea8348ee44,Micrograph a shows clear circles on a black background. Micrograph b shows red rods with a clear halo on a dark background.
2.4_figure_2.38,multimodal,"Figure 2.38: Figure 
2.38
 
A stained preparation of Bacillus subtilis showing endospores as green and the vegetative cells as pink.",2.4 Staining Microscopic Specimens,"['visual learning', 'diagram']",,"{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'figure_number': '2.38', 'chunk_type': 'educational_figure'}",https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20250827.171612/resources/f77c1da34b64545c536a426c537b2f5505f4c24f,A micrograph shows chains of red rods. Each red rod contains a green oval. An arrow pointing to the green ovals states: green endospore inside bacterial cells.
2.4_figure_2.39,multimodal,"Figure 2.39: Figure 
2.39
 
A flagella stain of Bacillus cereus, a common cause of foodborne illness, reveals that the cells have numerous flagella, used for locomotion.",2.4 Staining Microscopic Specimens,"['visual learning', 'diagram']",,"{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'figure_number': '2.39', 'chunk_type': 'educational_figure'}",https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20250827.171612/resources/4fba22edbb160f7ff6a7ba80e87e3af52394ee78,"Three red rectangles on a clear background are shown. Each rectangle has many thin, wiggly lines projecting from it."
2.4_figure_2.,multimodal,"Figure 2.: Figure 
2.",2.4 Staining Microscopic Specimens,"['visual learning', 'diagram']",,"{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'figure_number': '2.', 'chunk_type': 'educational_figure'}",https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20250827.171612/resources/82ea4bd32d6b4242fac5c48b5bbb811c635d59ce,"A table of simple stains is shown. Basic stains include: methylene blue, crystal violet, malachite green, basic fuschsin, carbolfuschsin, and safranin. Basic stains stain negatively charged molecules and structures, such as nucleic acids and proteins. The outcome of this positive stain is dark cells on a light background. Acidic stains include eosine, acid fuchsin, rose Bengal, and Congo red. Acid stains stain positively charged molecules and structures such as proteins. Acidic stains can either be positive or negative stains depending on the cell’s chemistry. Negative stains include india in k and nigrosine. Negative stains stain the background, not the specimen and produce a dark background with a light specimen."
2.4_figure_2.,multimodal,"Figure 2.: Figure 
2.",2.4 Staining Microscopic Specimens,"['visual learning', 'diagram']",,"{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'figure_number': '2.', 'chunk_type': 'educational_figure'}",https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20250827.171612/resources/7b359372004f7ff3577bff266ad1015eb944b8df,"A table of differential stains is shown. The Gram stain uses crystal violet, Gram’s iodine, ethanol (decolorizer), and safranin. The purpose of the Gram stain is to distinguish cells by cell-wall type (Gram-positive, Gram-negative). Gram-positive cells stain purple/violet. Gram-negative cells stain pink. The acid fast stain: after staining with basic fuchsin, acid-fast bacteria resist decolonization by acid-alcohol. Non-acid-fast bacteria are counterstained with methylene blue. The acid-fast stain is used to distinguish acid-fast bacteria such as M. tuberculosis, from non-acid-fast cells. Acid-fast bacteria are red; non-acid-fast cells are blue. The Endospore stain uses heat to stain endospores with malachite green (Schaeffer-Fulton procedure), then cell is washed and counterstained with safranin. The endospore stain is used to distinguish organisms with endospores from those without; used to study the endospore. Endospores appear bluish-green; other structures appear pink to red. Flagella stain: flagella are coated with a tannic acid or potassium alum mordant, then stained using either pararosaline or basic fuchsin. The flagella stain is used to view and study flagella in bacteria that have them. Flagella are visible as thin strands if present. Capsule stain: negative staining with india ink or nigrosine is used to stain the background, leaving a clear area of the cell and the capsule Counterstaining can be used to stain the cell while leaving the capsule clear. The capsule stain is used to distinguish cells with capsules from those without. Capsules appear clear or as halos if present."
2.4_figure_2.42,multimodal,"Figure 2.42: Figure 
2.42
 
(a) An ultramicrotome used to prepare specimens for a TEM.",2.4 Staining Microscopic Specimens,"['visual learning', 'diagram']",,"{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'figure_number': '2.42', 'chunk_type': 'educational_figure'}",https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20250827.171612/resources/0a673345a9e504c0c7ad7cfac3e91f777dfd1145,Photograph a shows a blue solid specimen sits below a mechanical dial. Photograph b shows a person holding a dial on a machine.
2.4_figure_2.43,multimodal,"Figure 2.43: Figure 
2.43
 
(a) Living, unstained Treponema pallidum spirochetes can be viewed under a darkfield microscope.",2.4 Staining Microscopic Specimens,"['visual learning', 'diagram']",,"{'chapter': 'How We See the Invisible World', 'section_id': '2.4', 'figure_number': '2.43', 'chunk_type': 'educational_figure'}",https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20250827.171612/resources/760f47739dfd0d0cc1a568a5d4de050879da100e,Micrograph a shows clear spirals on a black background. Micrograph b shows purple spirals on a clear background. Micrograph c shows three-dimensional spirals.
